2	0001	sky
3	0002	sun
4	0003	light
5	0004	moon
6	0005	star
7	0006	weather
8	0007	cloud
9	0008	thunder
10	0009	wind
11	0010	rain
12	0011	rainbow
13	0012	snow
14	0013	hail
15	0014	frost
16	0015	dew
17	0016	fog
18	0017	ice
19	0018	fire
20	0019	smoke
21	0020	air
22	0020	air; breath
23	0020	breath
24	0020	breathe (exhale)
25	0021	steam
26	0022	earth / ground
27	0023	hill / mountain
28	0024	hillside / mountain slope
29	0025	valley
30	0026	cliff
31	0027	rock
32	0028	cave (mountain)
33	0029	cave / hole
34	0030	river
35	0030	river (big)
36	0030	river (small)
37	0031	lake
38	0032	sea
39	0033	pond
40	0034	ditch / gully
41	0035	well
42	0036	pit
43	0037	dike / embankment
44	0038	road
45	0039	flatland
46	0039	flatland (grassland)
47	0040	soil / earth
48	0041	fields (wheat etc.)
49	0041	fields (wheat etc., slashed)
50	0042	paddy field
51	0042	paddy fields
52	0043	stone
53	0044	sand
54	0045	dust
55	0046	mud
56	0047	water
57	0047	water (in a river, well)
58	0047	water (in a vessel)
59	0048	wave
60	0049	spring (water)
61	0050	forest
62	0051	gold
63	0052	silver
64	0053	brass
65	0053	copper
66	0053	copper (brass, red (pure))
67	0053	copper (cupronickel)
68	0053	copper (red; pure copper)
69	0054	iron
70	0055	tin
71	0056	rust
72	0056	rust (copper, silver)
73	0056	rust (iron)
74	0057	aluminum
75	0058	coal
76	0059	charcoal
77	0060	sulphur
78	0061	salt
79	0062	alkali / soda
80	0063	plant ash
81	0064	place
82	0065	street
83	0066	village
84	0067	household
85	0067	others (people)
86	0068	prison
87	0069	temple
88	0070	bridge
89	0070	bridge (made of a few pieces of wood)
90	0070	bridge (small)
91	0070	bridge (vine)
92	0071	tomb
93	0072	tower / pagoda
94	0072	tower / pagoda (big)
95	0072	tower / pagoda (for spirit worship)
96	0073	body
97	0073	body (back)
98	0073	body (front)
99	0074	head
100	0075	hair
101	0076	braid / plait
102	0076	braid / plait (female's)
103	0077	forehead
104	0078	eyebrow
105	0079	eye
106	0080	nose
107	0081	ear
108	0082	face
109	0082	face (features of)
110	0082	face (self-respect)
111	0083	cheek
112	0084	mouth
113	0084	mouth (opening)
114	0085	lip
115	0086	beard / moustache / goatee
116	0086	beard / moustache / goatee (chin)
117	0087	beard
118	0088	chin
119	0089	neck
120	0089	neck (back of, hindneck, nape)
121	0090	shoulder
122	0091	back
123	0092	armpit
124	0093	chest
125	0094	breast
126	0095	milk
127	0095	milk (cow's)
128	0096	belly
129	0097	navel
130	0098	waist
131	0099	buttocks
132	0100	thigh
133	0100	thigh (of animal)
134	0100	thigh (of human)
135	0101	knee
136	0102	calf
137	0103	foot
138	0104	ankle
139	0105	arm
140	0105	arm (forearm and postbrachium)
141	0105	forearm
142	0106	elbow
143	0107	hand
144	0108	wrist
145	0109	finger
146	0110	thumb
147	0111	finger (middle)
148	0112	finger (little)
149	0113	nail
150	0114	fist
151	0114	fist (hollow, empty)
152	0114	fist (solid)
153	0115	anus
154	0116	genitals (male)
155	0117	testicle
156	0118	genitals (female)
157	0119	placenta
158	0120	skin
159	0121	wrinkle
160	0121	wrinkle (on face)
161	0121	wrinkle (on forehead)
162	0122	mole
163	0122	wart
164	0123	sore / boil
165	0124	wound
166	0125	scar
167	0126	measles
168	0127	tinea
169	0127	tinea (erythrasma)
170	0127	tinea alba
171	0128	flesh / muscle
172	0129	blood
173	0130	tendon / sinew
174	0131	pulse (wrist)
175	0132	brains
176	0133	bone
177	0134	spine / backbone
178	0135	rib
179	0136	joint
180	0137	tooth
181	0138	gum
182	0139	tongue
183	0140	uvula
184	0141	throat
185	0142	Adam's apple
186	0143	lung
187	0144	heart
188	0145	liver
189	0146	kidney
190	0147	gall bladder
191	0148	stomach
192	0148	stomach (cow, goat)
193	0148	stomach (person)
194	0149	intestine
195	0150	bladder
196	0151	excrement
197	0152	urine
198	0153	fart
199	0154	sweat
200	0155	sputum
201	0156	saliva
202	0157	mucus (nasal)
203	0158	tears
204	0159	pus
205	0160	dirt / filth
206	0161	sound
207	0162	corpse
208	0163	life
209	0164	life span
210	0165	Chinese (Han)
211	0166	Tibetan
212	0166	Tibetan (called 'Gami' locally)
213	0166	Tibetan (from Tibet (Xizang))
214	0166	Tibetan (of Pumi language)
215	0167	human being
216	0168	adult
217	0168	adult (female)
218	0168	adult (male)
219	0169	child
220	0170	baby
221	0171	old man
222	0172	old lady
223	0173	man
224	0174	woman
225	0175	lad / chap (young)
226	0176	girl
227	0177	common people
228	0178	peasant
229	0179	soldier
230	0180	merchant
231	0181	doctor
232	0182	leader in a (stockaded) village
233	0182	leader in a (stockaded) village ('official')
234	0182	leader in a (stockaded) village (Mand. 'tu3si1')
235	0182	leader in a stockaded village
236	0183	servant
237	0183	servant (female)
238	0183	servant (hired)
239	0183	servant (male)
240	0183	servant (slave)
241	0184	shepherd boy
242	0185	carpenter
243	0186	blacksmith
244	0187	boatman
245	0188	hunter
246	0189	monk
247	0190	nun (Buddhist)
248	0190	nun (Buddhist) (female lama)
249	0191	wizard / sorcerer
250	0191	wizard / sorcerer (local area)
251	0191	wizard / sorcerer (pastoral area)
252	0192	dance
253	0192	witch / sorceress
254	0193	beggar
255	0194	thief
256	0195	robber
257	0196	patient
258	0197	enemy (personal) / antagonizer
259	0198	emperor
260	0199	official (government)
261	0200	king
262	0200	king (chieftain (Mand. 'tu3si1'))
263	0200	king (chieftain (Mand. 'tusi'))
264	0200	king (emperor)
265	0201	friend
266	0201	friend (female-to-female)
267	0201	friend (male-to-male)
268	0202	blind person
269	0202	blind person (both eyes)
270	0202	blind person (half-blind)
271	0202	blind person (one eye)
272	0203	lame person
273	0204	deaf person
274	0205	baldhead
275	0206	person w / pockmarked face
276	0206	person w / pockmarked face (as an insult)
277	0207	hunchback
278	0208	fool / blockhead
279	0208	fool / blockhead (female)
280	0208	fool / blockhead (male)
281	0209	lunatic
282	0210	stutterer
283	0211	mute
284	0211	mute (female)
285	0211	mute (male)
286	0212	host
287	0212	host / master
288	0212	master
289	0213	guest
290	0214	pal / partner
291	0214	pal / partner (plural)
292	0214	pal / partner (singular)
293	0215	ancestors / forebears
294	0216	grandfather
295	0216	grandfather (address)
296	0216	grandfather (reference)
297	0217	grandmother
298	0217	grandmother (address)
299	0217	grandmother (by marriage)
300	0217	grandmother (reference)
301	0217	grandmother (used by women of her gen.)
302	0218	father
303	0218	father (address)
304	0218	father (reference)
305	0219	mother
306	0219	mother (address)
307	0219	mother (reference)
308	0220	son
309	0220	son (general term)
310	0220	son (honorific)
311	0220	son (intimate)
312	0221	daughter-in-law
313	0221	daughter-in-law (address)
314	0221	daughter-in-law (reference)
315	0222	daughter
316	0223	son-in-law
317	0223	son-in-law (comes calling)
318	0223	son-in-law (doesn't come calling)
319	0224	grandson
320	0225	granddaughter
321	0226	elder brother
322	0226	elder brother (address)
323	0226	elder brother (addressed by y. brother)
324	0226	elder brother (addressed by y. sister)
325	0226	elder brother (reference by y. brother)
326	0226	elder brother (reference by y. sister)
327	0226	elder brother (reference)
328	0227	elder sister
329	0227	elder sister (address by y. brother)
330	0227	elder sister (address by y. sister)
331	0227	elder sister (address)
332	0227	elder sister (reference by y. brother)
333	0227	elder sister (reference by y. sister)
334	0227	elder sister (reference)
335	0228	younger brother
336	0228	younger brother (address by o. brother)
337	0228	younger brother (address by o. sister)
338	0228	younger brother (address)
339	0228	younger brother (addressby o. sister)
340	0228	younger brother (reference)
341	0229	younger sister
342	0229	younger sister (address by o. brother)
343	0229	younger sister (address by o. sister)
344	0229	younger sister (address)
345	0229	younger sister (reference by brothers)
346	0230	uncle <father's elder brother>
347	0230	uncle <father's elder brother> (address)
348	0231	aunt <wife of father's elder brother>
349	0231	aunt <wife of father's elder brother> (address)
350	0232	aunt <wife of father's younger brother>
351	0232	uncle <father's younger brother>
352	0233	aunt <wife of father's younger brother>
353	0234	nephew <brother's son>
354	0235	brothers
355	0235	brothers (also 'sisters', 'brothers and sisters')
356	0236	sisters
357	0236	sisters (reference by brothers)
358	0237	sister-in-law <elder brother's
359	0238	uncle <mother's brother>
360	0238	uncle <mother's older brother>
361	0238	uncle <mother's younger brother>
362	0239	aunt <mother's brother's wife>
363	0239	aunt <mother's older brother's wife>
364	0239	aunt <mother's younger brother's wife>
365	0240	uncle <mother's older sister's husband>
366	0240	uncle <mother's sister's husba (= as 'mom's br.')
367	0240	uncle <mother's sister's husband>
368	0240	uncle <mother's younger sister's husband>
369	0241	aunt <mother's older sister>
370	0241	aunt <mother's sister>
371	0241	aunt <mother's sister> (= wife of mom's bro)
372	0241	aunt <mother's younger sister>
373	0242	uncle <father's older sister's husba
374	0242	uncle <father's sister's husba
375	0242	uncle <father's sister's husba (= father's o. bro)
376	0242	uncle <father's sister's husband>
377	0242	uncle <father's younger sister's husba
378	0243	aunt <father's older sister>
379	0243	aunt <father's sister>
380	0243	aunt <father's sister> (= 'wife of f's o. bro')
381	0243	aunt <father's younger sister>
382	0244	father-in-law
383	0244	relatives
384	0245	father-in-law
385	0245	mother-in-law
386	0246	mother-in-law
387	0247	husband
388	0247	husband (address)
389	0247	husband (proper, honorable)
390	0247	husband (reference)
391	0247	husband (vulgo)
392	0248	wife
393	0248	wife (address)
394	0248	wife (proper, honorable)
395	0248	wife (reference)
396	0248	wife (vulgo)
397	0249	stepmother
398	0249	stepmother (older than birth mother)
399	0249	stepmother (younger than birth mother)
400	0250	stepfather
401	0250	stepfather (older than birth father)
402	0250	stepfather (younger than birth father)
403	0251	widow
404	0252	orphan
405	0253	livestock / animal (domestic)
406	0254	cattle
407	0255	cattle (common)
408	0255	cattle (common, female)
409	0255	cattle (common, male)
410	0256	buffalo
411	0257	yak
412	0257	yak (female)
413	0257	yak (male)
414	0258	cattle (bull-yak crossbreed)
415	0258	cattle (bull-yak crossbreed, female)
416	0258	cattle (bull-yak crossbreed, male)
417	0258	yak
418	0259	calf
419	0259	calf (bull-yak crossbreed)
420	0259	calf (common or bull-yak crossbreed)
421	0259	calf (common)
422	0259	calf (yak)
423	0260	bull
424	0261	cow
425	0262	dung (cow)
426	0262	dung (cow) (dry)
427	0262	dung (cow) (wet)
428	0263	horn
429	0264	hoof
430	0264	hoof (even number)
431	0264	hoof (odd number)
432	0265	skin
433	0265	skin (leather, hide)
434	0265	skin (with hair)
435	0266	hair / down
436	0266	hair / down (of yak)
437	0267	bee
438	0267	tail
439	0268	horse
440	0269	pony
441	0270	stallion
442	0271	mare
443	0272	mane (horse)
444	0273	dung (horse)
445	0274	sheep (general)
446	0275	sheep
447	0276	goat
448	0276	goat (female)
449	0276	goat (male)
450	0277	lamb
451	0278	kid
452	0279	wool / fleece
453	0279	wool / fleece (goat)
454	0279	wool / fleece (sheep)
455	0280	dung (goat)
456	0280	dung (goat, sheep)
457	0280	dung (sheep)
458	0281	mule
459	0282	donkey
460	0283	camel
461	0284	pig
462	0285	boar
463	0286	sow
464	0287	piglet
465	0288	dung (pig)
466	0289	dog
467	0290	hound
468	0291	cat
469	0292	rabbit
470	0293	chicken
471	0294	cock
472	0295	hen
473	0296	chick
474	0296	chick (newly hatched)
475	0297	cockscomb
476	0298	wing
477	0299	feather / plume
478	0299	feather / plume (bird)
479	0299	feather / plume (chicken)
480	0300	duck
481	0300	duck (domestic)
482	0300	duck (mallard)
483	0301	goose
484	0302	dove
485	0303	animal / beast
486	0303	animal / beast (carnivore)
487	0303	animal / beast (herbivore)
488	0304	tiger
489	0305	lion
490	0306	dragon
491	0306	dragon (sky)
492	0306	dragon (water)
493	0307	claw / talon
494	0307	claw / talon (chicken's rear claws)
495	0308	monkey
496	0309	elephant
497	0310	leopard / panther
498	0311	bear
499	0312	boar (wild)
500	0313	deer
501	0313	deer (female)
502	0313	deer (male)
503	0314	muntjac / deer (barking)
504	0314	muntjac / deer (barking) (blue-green)
505	0314	muntjac / deer (barking) (yellow)
506	0315	deer (river)
507	0315	deer (river) (female)
508	0315	deer (river) (male)
509	0316	musk
510	0317	otter
511	0318	porcupine
512	0319	hedgehog
513	0320	mouse
514	0321	squirrel
515	0322	weasel (yellow)
516	0323	jackal
517	0324	wolf
518	0325	fox
519	0326	bird
520	0327	nest (bird)
521	0328	kite (black-eared) / hawk
522	0329	sparrow hawk
523	0330	eagle / vulture
524	0331	eagle, vulture
525	0331	vulture (cinereous)
526	0332	owl
527	0333	swallow
528	0334	goose (wild)
529	0335	crane
530	0335	wild goose
531	0336	sparrow
532	0337	bat
533	0338	magpie
534	0339	crow
535	0339	pheasant
536	0340	pheasant
537	0340	pheasant (long-tailed)
538	0340	pheasant (short-tailed)
539	0341	parrot
540	0342	turtledove
541	0343	woodpecker
542	0344	cuckoo
543	0345	peacock
544	0346	peacock
545	0346	tortoise
546	0347	snake
547	0348	lizard
548	0349	frog
549	0350	tadpole
550	0351	fish
551	0352	scale
552	0353	insect / worm
553	0353	insect / worm (crawling)
554	0353	insect / worm (flying)
555	0354	bedbug
556	0355	flea
557	0356	louse
558	0357	nit
559	0358	fly
560	0359	maggot
561	0359	maggot (dung)
562	0359	maggot (meat)
563	0360	mosquito
564	0360	mosquito (relatively large)
565	0360	mosquito (relatively small)
566	0361	spider
567	0362	centipede
568	0363	earthworm
569	0364	leech
570	0364	leech (mountain, arid area)
571	0364	leech (water)
572	0365	ant
573	0366	silkworm
574	0367	bee
575	0368	locust
576	0369	dragonfly
577	0370	butterfly
578	0371	snail
579	0372	tree
580	0373	tree
581	0373	trunk
582	0374	branch / twig
583	0375	root
584	0376	leaf
585	0377	flower
586	0378	fruit
587	0378	fruit (lit. 'pear peach apricot')
588	0379	pit / stone
589	0380	sprout / shoot
590	0381	bud
591	0382	willow
592	0383	poplar
593	0384	fir (China)
594	0384	fir (China) (high-elevation spruce)
595	0384	fir (China) (mid-elevation 'hanging' fir)
596	0385	pine
597	0385	pine (said by elderly)
598	0385	pine (said by youth)
599	0386	cypress
600	0386	cypress (big)
601	0386	cypress (small)
602	0386	pine
603	0387	resin / colophony
604	0387	resin / colophony (of a qiang1 pine tree)
605	0388	torches (pine)
606	0389	bamboo
607	0389	bamboo (thick, coarse)
608	0389	bamboo (thin, fine)
609	0390	cane / vine
610	0390	cane / vine (black)
611	0390	cane / vine (for making rattan chairs)
612	0390	cane / vine (herba fibraureae recisae)
613	0390	cane / vine (tendrilled)
614	0390	vine (melon)
615	0391	thorn / splinter
616	0392	peach
617	0393	pear
618	0393	pear (flat: Ch. 'bian3 li2')
619	0393	pear (small yellow)
620	0394	tangerine
